"a","ه"
"tezvîr","تزویر"
"tezyîd","تزیيد"
"tezyîn","تزیين"
"tezyînat","تزیينات"
"tıbb","طب"
"tıbbî","طبی"
"tıbbiye","طبيه"
"tıbk","طبق"
"tıfl","طفل"
"tıflâne","طفلانه"
"tılâ","طلاع"
"tınab","طناب"
"tıraş","تراش"
"tıynet","طينت"
"tîb","طيب"
"ticârethâne","تجارت خانه"
"tîğ","تيغ"
"tilâvet","تلاوت"
"tilmîz","تلميذ"
"tîmâr","تيمار"
"tîmârhâne","تيمارخانه"
"timsâh","تمساح"
"timsâl","تمثال"
"timsâlî","تمثالی"
"tîr","تير"
"tîrâje","تيراژه"
"tîrdân","تيردان"
"tîre","تيره"
"tîrendâz","تيرانداز"
"tîrkeş","تيرکش"
"tiryâk","تریاک"
"tiryâkî","تریاکی"
"tis'a","تسعه"
"tis'în","تسعين"
"tîşe","تيشه"
"tîz","تيز"
"tîzâb","تيزاب"
"töhmet","تهمت"
"tûde","توده"
"tufeylât","طفيلات"
"tufeylî","طفيلی"
"tufeyliyet","طفيليت"
"tuffah","تفاح"
"tufû","تفو"
"tufûliyyet","طفوليت"
"tuğyân","طغيان"
"tuhaf","تحف"
"tuhfe","تحفه"
"tuhm","تخم"
"tûl","طول"
"tûlânî","طولانی"
"tullâb","طلاب"
"tulû","طلوع"
"tulûât","طلوعات"
"tuluk","طولوق"
"tu'me","طعمه"
"turfa","طرفه"
"turre","طره"
"turş","ترش"
"turuk","طرق"
"turuncî","ترنجی"
"tûsen","توسن"
"tûşe","توشه"
"tût","توت"
"tûtî","طوطی"
"tuyûf","طيوف"
"tuyûr","طيور"
"tüccâr","تجار"
"tühmet","تهمت"
"tühmetli","تهمتلو"
"tükme","تکمه"
"tülbend","تولبند"
"tün","تون"
"tünbek","تنبک"
"tünd","تند"
"tündbâd","تندباد"
"tündmizâc","تندمزاج"
"türâb","تراب"
"türb","ترب"
"türbet","تربت"
"türk","تورك"
"türkân","تركان"
"türrehe","ترهه"
"türşî","ترشی"
"türşrû","ترش رو"
"tüvân","توان"
"tüvânâ","توانا"
"tüvânger","توانگر"
"ubûdiyyet","عبودیت"
"ubûr","عبور"
"ucb","عجب"
"u'cûbe","اعجوبه"
"ûd","عود"
"ûdî","عودی"
"udûl","عدول"
"ufuk","افق"
"ufûnet","عفونت"
"uhde","عهده"
"uhrâ","اخری"
"uhrevî","اخروی"
"uhreviyye","اخرويه"
"uht","اخت"
"uhuvvet","اخوت"
"ukâb","عقاب"
"ukalâ","عقلا"
"ukbâ","عقبی"
"ukde","عقده"
"ukûbât","عقوبات"
"ukûbet","عقوبت"
"ukûd","عقود"
"ukûl","عقول"
"ûlâ","اولی"
"ulemâ","علما"
"ulûfe","علوفه"
"ulûhiyyet","الوهيت"
"ulûm","علوم"
"ûlülazm","اولو العظم"
"ûlülebsâr","اولو الابصار"
"ûlülemr","اولو الامر"
"ulüvv","علو"
"ulvî","علوی"
"ulyâ","عليا"
"umde","عمده"
"umk","عمق"
"ummâl","عمال"
"ummân","عمان"
"umran","عمران"
"umûm","عموم"
"umûmen","عموما"
"umûmhâne","عموم خانه"
"umûmî","عمومی"
"umûmiyyet","عموميت"
"umûr","امور"
"unf","عنف"
"unfen","عنفا"
"unfuvân","عنفوان"
"unmûzec","انموذج"
"unnâb","عناب"
"unsur","عنصر"
"urefâ","عرفا"
"urhan","اورخان"
"urûc","عروج"
"urûk","عروق"
"urve","عروه"
"uryân","عریان"
"usâre","عصاره"
"usât","عصات"
"usr","عسر"
"usret","عسرت"
"ustûre","اسطوره"
"ustûrevî","اسطوروی"
"usûl","اصول"
"usûlî","اصولی"
"uşşâk","عشاق"
"utrûş","اطروش"
"utûfet","عطوفت"
"uyûb","عيوب"
"uyûn","عيون"
"uzlet","عزلت"
"uzletgâh","عزلتگاه"
"uzletgüzin","عزلت گزین"
"uzmâ","عظمی"
"uzv","عضو"
"uzvî","عضوی"
"uzviyye","عضویه"
"uzviyyet","عضویت"
"übbehet","ابهت"
"übhet","ابهت"
"übüvvet","ابوت"
"ücret","اجرت"
"ücûr","اجور"
"ücûrât","اجورات"
"üdebâ","ادبا"
"üftâde","افتاده"
"üftâdegân","افتادگان"
"üftânühîzân","افتان و خيزان"
"üfûl","افول"
"üf'ûle","افعوله"
"üf'ûlevî","افعولوی"
"ükül","اکل"
"ülfet","الفت"
"ümem","امم"
"ümenâ","امنا"
"ümerâ","امرا"
"ümîd","اميد"
"ümîdbahş","اميدبخش"
"ümîdbahşî","اميدبخشی"
"ümîdvâr","اميدوار"
"ümîdvârî","اميدواری"
"ümm","ام"
"ümmehât","امهات"
"ümmet","امت"
"ümmîd","اميد"
"ümmiyyet","اميت"
"ümmülbilâd","ام البلاد"
"ümmülkitâb","ام الکتاب"
"ümmülkurâ","ام القرا"
"ümrân","عمران"
"ünâs","اناس"
"ünbûbe","انبوبه"
"üns","انس"
"ünsiyyet","انسيت"
"ünûset","انوثت"
"ürcûfe","ارجوفه"
"üryân","عریان"
"üsbû'","اسبوع"
"üsbû'î","اسبوعی"
"üserâ","اسرا"
"üskuf","اسقف"
"üslûb","اسلوب"
"üss","اس"
"üssülesâs","اس الاساس"
"üstâd","استاد"
"üstâdâne","استادانه"
"üstâdî","استادی"
"üstûr","استور"
"üstûre","اسطوره"
"üstühan","استخوان"
"üstüre","استره"
"üstüvâne","استوانه"
"üstüvâr","استوار"
"üstüvârî","استواری"
"üştür","اشتر"
"üştürban","اشتربان"
"üştürdil","اشتردل"
"üştürhâr","اشترخار"
"üzn","اذن"
"vâbeste","وابسته"
"vâbestegân","وابستگان"
"vâcib","واجب"
"vâcibât","واجبات"
"vâcibe","واجبه"
"vâcibülîfâ","واجب الایفا"
"vâcibülvücûd","واجب الوجود"
"vâcid","واجد"
"va'd","وعد"
"vâdî","وادی"
"vâfir","وافر"
"vâh","واه"
"vâha","واحه"
"vahâmet","وخامت"
"vâhasretâ","واحسرتا"
"vâhayfâ","واحيفا"
"vahdânî","وحدانی"
"vahdâniyyet","وحدانيت"
"vahdet","وحدت"
"vâhî","واهی"
"vahîd","وحيد"
"vâhid","واحد"
"vahîm","وخيم"
"vahş","وحش"
"vahşet","وحشت"
"vahşetengîz","وحشت انگيز"
"vahşetnâk","وحشتناک"
"vahşî","وحشی"
"vahy","وحی"
"vâiz","واعظ"
"vâjgûn","واژگون"
"vak'a","وقعه"
"vak'anüvis","وقعه نویس"
"vak'anüvîsân","وقعه نویسان"
"vakar","وقار"
"vakâyi'","وقایع"
"vakf","وقف"
"vakfe","وقفه"
"vakfegâh","وقفه گاه"
"vakfiyye","وقفيه"
"vâkıa","واقعه"
"vâkıâ","واقعا"
"vâkıât","واقعات"
"vâkıf","واقف"
"vâki","واقع"
"vakiyye","وقيه"
"vakt","وقت"
"vaktâki","وقتاکه"
"vakûr","وقور"
"vakûrâne","وقورانه"
"vâlâ","والا"
"vâlâcâh","والاجاه"
"vâlâkadr","والاقدر"
"vâlid","والد"
"vâlide","والده"
"vâlideyn","والدین"
"vâlih","واله"
"vâliyân","واليان"
"vâm","وام"
"vâmdâr","وامدار"
"vâmhâh","وامخواه"
"vâpesin","واپسين"
"vâr","وار"
"varak","ورق"
"varaka","ورقه"
"varakpâre","ورق پاره"
"vâreste","وارسته"
"vârî","واری"
"vârid","وارد"
"vâridât","واردات"
"vâride","وارده"
"vâris","وارث"
"varta","ورطه"
"vârûn","وارون"
"vârûne","وارونه"
"vasat","وسط"
"vasatî","وسطی"
"vasf","وصف"
"vâsıl","واصل"
"vâsıta","واسطه"
"vâsi'","واسع"
"vasiyyet","وصيت"
"vasiyyetnâme","وصيت نامه"
"vasl","وصل"
"vassaf","وصاف"
"vassal","وصال"
"vatan","وطن"
"vatandaş","وطنداش"
"vatanî","وطنی"
"vatanperver","وطن پرور"
"vatanperverâne","وطن پرورانه"
"vâveylâ","واویلا"
"vâye","وایه"
"va'z","وعظ"
"vaz'","وضع"
"vazâif","وظائف"
"vaz'an","وضعا"
"vâzı'","واضع"
"vâzıh","واضح"
"vâzıhan","واضحا"
"vazî'","وضيع"
"vazîfe","وظيفه"
"vazîfedâr","وظيفه دار"
"vazîfeşinas","وظيفه شناس"
"vaziyet","وضعيت"
"vebâl","وبال"
"vecâhet","وجاهت"
"vecd","وجد"
"vecdâver","وجدآور"
"vech","وجه"
"veche","وجهه"
"vecîbe","وجيبه"
"vecîz","وجيز"
"vecîze","وجيزه"
"vedâ","وداع"
"vedâyi'","ودایع"
"vedîa","ودیعه"
"vefâ","وفا"
"vefâdâr","وفادار"
"vefâkâr","وفاکار"
"vefât","وفات"
"vefeyât","وفيات"
"vefk","وفق"
"vegayrühü","وغيره"
"vegayrühüm","وغيرهم"
"veh","وه"
"vehb","وهب"
"vehbî","وهبی"
"vehelümmecerrâ","و هلم جری"
"vehhâb","وهاب"
"vehhâbiyyet","وهابيت"
"vehhâbiyyûn","وهابيون"
"vehim","وهم"
"vehle","وهله"
"vehleten","وهلة"
"vehm","وهم"
"vehmî","وهمی"
"vehmnâk","وهمناک"
"veillâ","والا"
"vekâhat","وقاحت"
"vekâlet","وکالت"
"vekâleten","وکالة"
"vekâletnâme","وکالت نامه"
"vekâletpenâh","وکالت پناه"
"vekâyi'","وقایع"
"vekıs'alâhâzâ","وقس علی هذا"
"vekil","وکيل"
"velâdet","ولادت"
"velâyet","ولایت"
"velev","ولو"
"velhâsıl","والحاصل"
"velîahd","وليعهد"
"velîk","وليک"
"velîkin","وليکن"
"velîme","وليمه"
"velûd","ولود"
"velvele","ولوله"
"verâ","ورا"
"verâset","وراثت"
"verd","ورد"
"verem","ورم"
"verese","ورثه"
"verîd","ورید"
"vesâik","وثائق"
"vesâil","وسائل"
"vesâit","وسائط"
"vesâtet","وساطت"
"vesâyâ","وصایا"
"vesîka","وثيقه"
"vesîle","وسيله"
"vesme","وسمه"
"vesvese","وسوسه"
"veş","وش"
"veşak","وشق"
"veted","وتد"
"veter","وتر"
"vetîre","وتيره"
"veyl","ویل"
"vezâif","وظائف"
"vezân","وزان"
"vezâret","وزارت"
"vezîr","وزیر"
"vezn","وزن"
"vezne","وزنه"
"veznedâr","وزنه دار"
"vicâhen","وجاها"
"vicâhî","وجاهی"
"vicdân","وجدان"
"vicdânen","وجدانا"
"vidâd","وداد"
"vikâye","وقایه"
"vilâdet","ولادت"
"vilâyât","ولایات"
"vildân","ولدان"
"vîrân","ویران"
"vîrâne","ویرانه"
"vîrânî","ویرانی"
"vird","ورد"
"visâk","وثاق"
"visâl","وصال"
"vufûr","وفور"
"vuhûş","وحوش"
"vukû'","وقوع"
"vukûât","وقوعات"
"vukûf","وقوف"
"vuskâ","وثقی"
"vusla","وصله"
"vuslat","وصلت"
"vustâ","وسطی"
"vusûl","وصول"
"vuzû","وضوء"
"vuzûh","وضوح"
"vücûb","وجوب"
"vücûd","وجود"
"vücûh","وجوه"
"vüfûd","وفود"
"vüfûr","وفور"
"vükelâ","وکلا"
"vülât","ولات"
"vürûd","ورود"
"vüs'","وسع"
"vüs'at","وسعت"
"vüskâ","وثقی"
"vüsûk","وثوق"
"vüzerâ","وزرا"
"yâ","یا"
"yâb","یاب"
"yâbis","یابس"
"yâd","یاد"
"yad-gar","يادگار"
"yâdgâr","یادگار"
"yağmâ","یغما"
"yağmâger","یغماگر"
"yah","یخ"
"yahbeste","یخ بسته"
"yâhud","یاخود"
"yâis","یائس"
"yakaza","یقظه"
"yakîn","یقين"
"yakînen","یقينا"
"yâkût","یاقوت"
"yakzân","یقظان"
"yâl","یال"
"yâleyte","یا ليت"
"yan","يان"
"ya'nî","يعني"
"yâr","یار"
"yârâ","یارا"
"yârân","یاران"
"yârî","یاری"
"yâsemen","یاسمن"
"yâsîn","ياسين"
"yâve","یاوه"
"yâvegû","یاوه گو"
"yâver","یاور"
"yâzdeh","یازده"
"yebânî","یبانی"
"yed","ید"
"yegân","یگان"
"yegân yegân","یگان یگان"
"yegâne","یگانه"
"yegânegî","یگانگی"
"yek","يك"
"yekbeyek","یک بيک"
"yekcihet","یک جهت"
"yekcins","یک جنس"
"yekdîger","یک دیگر"
"yekdil","یک دل"
"yekpâre","یک پاره"
"yeksân","یکسان"
"yekseviye","یک سویه"
"yekşenbe","یک شنبه"
"yektene","یک تنه"
"yekûn","یکون"
"yel","یل"
"yeldâ","یلدا"
"yemîn","یمين"
"ye's","یأس"
"yesâr","یسار"
"ye'sefzâ","یأس افزا"
"yesîr","یسير"
"yetîm","یتيم"
"yetîme","یتيمه"
"yetîmhâne","یتيم خانه"
"yevâkît","یواقيت"
"yevm","يوم"
"yevmenfeyevmen","یوما فيوما"
"yevmî","یومی"
"yevmiyye","یومی"
"yezdân","یزدان"
"yubûset","یبوست"
"yûğ","یوغ"
"yûz","یوز"
"yübûset","یبوست"
"yümkin","یمکن"
"yümn","یمن"
"yümnâ","یمنی"
"yümnî","یمنی"
"yüsr","یسر"
"yüsrâ","یسری"
"zâbıta","ضابطه"
"zâbih","ذابح"
"zâbit","ضابط"
"zâbitân","ضابطان"
"zabt","ضبط"
"zabtiyye","ضبطيه"
"zabtnâme","ضبط نامه"
"zabtürabt","ضبط و ربط"
"zâc","زاج"
"zâde","زاده"
"zâdegân","زادگان"
"za'f","ضعف"
"zafer","ظفر"
"za'ferân","زعفران"
"zaferyâb","ظفریاب"
"za'fî","ضعفی"
"za'fiyyet","ضعفيت"
"zâğ","زاغ"
"zağan","زغن"
"zahâir","ذخائر"
"zâhib","ذاهب"
"zâhid","زاهد"
"zâhidâne","زاهدانه"
"zâhir","ظاهر"
"zâhirbîn","ظاهربين"
"zahîre","ذخيره"
"zâhiren","ظاهرا"
"zâhirî","ظاهری"
"zâhirperest","ظاهرپرست"
"zahm","زخم"
"zahmdâr","زخمدار"
"zahme","زخمه"
"zahmet","زحمت"
"zahmzede","زخم زده"
"zahr","ظهر"
"zahriye","ظهریه"
"zâid","زائد"
"zaîf","ضعيف"
"zâik","ذائق"
"zâika","ذائقه"
"zâil","زائل"
"zâir","زائر"
"zâkir","ذاکر"
"zakkûm","زقوم"
"zâl","زال"
"zalâm","ظلام"
"zâlim","ظالم"
"zâlimâne","ظالمانه"
"zamâim","ضمائم"
"zamâne","زمانه"
"zamîme","ضميمه"
"zamimeten","ضميمة"
"zâmin","ضامن"
"zamîr","ضمير"
"zamm","ضم"
"zamme","ضمه"
"zan","ظن"
"zanbak","زنبق"
"zanîn","ظنين"
"zann","ظن"
"zânû","زانو"
"zarâfet","ظرافت"
"zarar","ضرر"
"zarardîde","ضرردیده"
"zarb","ضرب"
"zarbhâne","ضرب خانه"
"zarf","ظرف"
"zarfiyyet","ظرفيت"
"zâri'","زارع"
"zârî","زاری"
"zarîf","ظریف"
"zarîfâne","ظریفانه"
"zarûrât","ضرورات"
"zarûret","ضرورت"
"zarûrî","ضروری"
"zarûriyyât","ضروریات"
"zât","ذات"
"zâten","ذاتا"
"zâtî","ذاتی"
"zâtülcenb","ذات الجنب"
"zâtürrie","ذات الرئه"
"zav'","ضوء"
"zavâhir","ظواهر"
"zâviye","زاویه"
"zâyi'","ضایع"
"zâyi'ât","ضایعات"
"zebân","زبان"
"zebândıraz","زبان دراز"
"zebâne","زبانه"
"zebânzed","زبانزد"
"zeber","زبر"
"zebercedî","زبرجدی"
"zebh","ذبح"
"zebîh","ذبيح"
"zebîl","زبيل"
"zebûn","زبون"
"zecr","زجر"
"zecrî","زجری"
"zede","زده"
"zehâb","ذهاب"
"zeheb","ذهب"
"zehre","زهره"
"zehrhand","زهرخند"
"zehrnâk","زهرناک"
"zekâ","ذکا"
"zekan","زقن"
"zekâvet","ذکاوت"
"zeker","ذکر"
"zelâzil","زلازل"
"zelîl","ذليل"
"zell","زل"
"zelzele","زلزله"
"zemân","زمان"
"zemâne","زمانه"
"zemherîr","زمهریر"
"zemîm","ذميم"
"zemîn","زمين"
"zeminbûsî","زمين بوسی"
"zemistan","زمستان"
"zemistânî","زمستانی"
"zemm","ذم"
"zemzeme","زمزمه"
"zen","زن"
"zenâdıka","زنادقه"
"zenâne","زنانه"
"zenb","ذنب"
"zenbîl","زنبيل"
"zenbûrek","زنبورک"
"zencebîl","زنجبيل"
"zencî","زنجی"
"zencîr","زنجير"
"zencîrbend","زنجيربند"
"zencîrî","زنجيری"
"zendeka","زندقه"
"zendost","زن دوست"
"zeneb","ذنب"
"zenehdân","زنخدان"
"zeng","زنگ"
"zengî","زنگی"
"zengûle","زنگوله"
"zenne","زنه"
"zenperest","زن پرست"
"zer","زر"
"zer'","زرع"
"zerâfe","زرافه"
"zerbâf","زرباف"
"zerd","زرد"
"zerdâlû","زردالو"
"zerde","زرده"
"zerdûz","زردوز"
"zerefşân","زرافشان"
"zerger","زرگر"
"zerharîd","زرخرید"
"zerîn","زرین"
"zerk","زرق"
"zerrâ'","زراع"
"zerrâk","زراق"
"zerrât","ذرات"
"zerre","ذره"
"zerreşikâf","ذره شکاف"
"zerrin","زرین"
"zevâl","زوال"
"zevâlnâpezîr","زوال ناپذیر"
"zevâlpezîr","زوالپذیر"
"zevât","ذوات"
"zevâyâ","زوایا"
"zevc","زوج"
"zevcât","زوجات"
"zevce","زوجه"
"zevceteyn","زوجتين"
"zevceyn","زوجين"
"zevciyet","زوجيت"
"zevebân","ذوبان"
"zevk","ذوق"
"zevkbahş","ذوق بخش"
"zevrak","زورق"
"zeyl","ذیل"
"zeylen","ذیلا"
"zeyn","زین"
"zeytûn","زیتون"
"zıdd","ضد"
"zıddiyyet","ضدیت"
"zılâl","ظلال"
"zıll","ظل"
"zımnen","ضمنا"
"zımnî","ضمنی"
"zırh","زره"
"zırhpûş","زره پوش"
"zî","ذی"
"zi'b","ذئب"
"zîbâ","زیبا"
"zîbak","زیبق"
"zîbâyî","زیبایی"
"zîc","زیج"
"zifâf","زفاف"
"zih","زه"
"zîhayât","ذی حيات"
"zihgîr","زهگير"
"zihî","زهی"
"zihin","ذهن"
"zihn","ذهن"
"zihnen","ذهنا"
"zihnî","ذهنی"
"zihniyyet","ذهنيت"
"zîk","ضيق"
"zîkıymet","ذی قيمت"
"zikr","ذکر"
"zîkudret","ذی قدرت"
"zillet","ذلت"
"zilzâl","زلزال"
"zimâm","زمام"
"zimâmdâr","زمامدار"
"zîmedhal","ذی مدخل"
"zimmet","ذمت"
"zîn","زین"
"zinâ'","زناء"
"zinâkâr","زناکار"
"zindân","زندان"
"zindânî","زندانی"
"zinde","زنده"
"zindegânî","زندگانی"
"zindîk","زندیق"
"zînet","زینت"
"zinhâr","زنهار"
"zîr","زیر"
"zîrâ","زیرا"
"zirâ'at","زراعت"
"zirâ'î","زراعی"
"zîrdest","زیردست"
"zîre","زیره"
"zîrek","زیرک"
"zîrîn","زیرین"
"zîrûh","ذی روح"
"zîrüzeber","زیر و زبر"
"zirve","زروه"
"zîşan","ذی شان"
"zişt","زشت"
"ziştî","زشتی"
"zîvekâr","ذی وقار"
"zîver","زیور"
"ziyâ'","ضياء"
"ziyâdâr","ضيادار"
"ziyâde","زیاده"
"ziyâfet","ضيافت"
"ziyân","زیان"
"ziyânkâr","زیانکار"
"ziyâretgâh","زیارتگاه"
"zû'","ضوء"
"zuafâ'","ضعفا"
"zu'bân","ذؤبان"
"zucret","ضجرت"
"zûd","زود"
"zufr","ظفر"
"zuhr","ظهر"
"zuhûr","ظهور"
"zuhûrât","ظهورات"
"zukâk","زقاق"
"zulm","ظلم"
"zulmânî","ظلمانی"
"zulmet","ظلمت"
"zulmetefzâ","ظلمت افزا"
"zulümât","ظلمات"
"zu'm","زعم"
"zunûn","ظنون"
"zûr","زور"
"zurafâ","ظرفا"
"zûrbâ","زوربا"
"zûrmend","زورمند"
"zurûf","ظروف"
"zübde","زبده"
"zücâc","زجاج"
"zücâciyye","زجاجيه"
"zühd","زهد"
"zühhâd","زهاد"
"zühre","زهره"
"zührevî","زهروی"
"zühûl","ذهول"
"zükâm","زکام"
"zükûr","ذکور"
"zülâl","زلال"
"zülf","زلف"
"züll","ذل"
"zülüf","زلف"
"zümre","زمره"
"zümûm","ذموم"
"zümürrüd","زمرد"
"zünbûr","زنبور"
"zünnâr","زنار"
"zünûb","ذنوب"
"zürâfe","زرافه"
"zürefâ","ظرفا"
"zürrâ'","زراع"
"zürriyyât","ذریات"
"zürriyyet","ذریت"
"züvvâr","زوار"
"züyûl","ذیول"
"âb-ı âbistenî","آب آبستنى"
"âb-ı adâlet","آب عدالت"
"âb-ı ahmer","آب احمر"
"âb-ı âteşîn","آب آتشين"
"âb-ı bâdereng","آب باده رنگ"
"âb-ı engûr","آب انگور"
"âb-ı harâbât","آب خرابات"
"âb-ı kevser","آب كوثر"
"âbidât","آبدات"
"adem-i muvaffakiyet","عدم موفقيت"
"adem-i muvazenet","عدم موازنت"
"adem-i riâyet","عدم رعایت"
"adem-i te'lîfiyet","عدم تأليفيت"
"adem-i teveccüh","عدم توجه"
"âfet-i cân","آفت جان"
"âfet-i devrân","آفت دوران"
"afiyetbahş","آفيت بخش"
"ağayân","آغایان"
"ağleb-i ihtimâl","اغلب احتمال"
"âh ü zâr","آه و زار"
"ahd-i atîk","عهد عتيق"
"ahd-i cedîd","عهد جدید"
"âheng-i esvât","آهنگ اصوات"
"âhir-i kâr","آخر كار"
"ahlâk-ı amelî","اخلاق عملى"
"ahlâk-ı hasene","اخلاق حسنه"
"ahlâk-ı nazarî","اخلاق نظری"
"ahlâk-ı zemîme","اخلاق ذميمه"
"ahlât-ı erba'a","اخلاط اربعه"
"ahter-i dünbâledâr","اختر دنباله دار"
"ahvâl-i âdiye","احوال عادیه"
"ahvâl-i sıhhiye","احوال صحيه"
"ahzetmek","اخذ"
"akl-ı bâliğ","عقل بالغ"
"akl-ı evvel","عقل اول"
"akl-ı küll","عقل كل"
"akl-ı mücerred","عقل مجرد"
"akl-ı selim","عقل سليم"
"aksâm-ı sâire","اقسام سائره"
"aksâ-yı emel","اقصای امل"
"aksâ-yı şark","اقصای شرق"
"aks-i müddeâ","عكس مدعا"
"aks-i sedâ","عكس صدا"
"aktâ'","اقطاع"
"aktâr-ı cihân","اقطار جهان"
"alâim-i semâ","علائم سما"
"ammâba'd","امابعد"
"anâsır-ı erba'a","عناصر اربعه"
"âsâyiş berkemâl","آسایش بركمال"
"âtıfetkâr","عاطفتكار"
"atiyye-i seniyye","عطيهء سنيه"
"bahr-i ahdar","بحر احضر"
"bahr-i ahmer","بحر احمر"
"bahr-i hazer","بحر خزر"
"bahr-i kulzum","بحر قلزم"
"bahr-i muhît-i atlasî","بحر محيط اطلسى"
"bahr-i muhît-i kebîr","بحر محيط كبير"
"bahr-i mutavassıt","بحر متوسط"
"bahr-i siyâh","بحر سياه"
"benîâdem","بنى آدم"
"benîisrâîl","بنى اسرائيل"
"berâyı malûmât","برای معلومات"
"bîd-i mecnûn","بيد مجنون"
"câlib-i dikkat","جالب دقت"
"cem'iyyet-i akvâm","جمعيت اقوام"
"cennet-i a'lâ","جنت اعلى"
"cenûb-i garb","جنوب غرب"
"cenûb-i garbî","جنوب غربى"
"cenûb-i şark","جنوب شرق"
"cenûb-i şarkî","جنوب شرقى"
"dâr-ı bekâ","دار بقا"
"dâr-ı fenâ","دار فنا"
"ecrâm-ı semâviyye","اجرام سماویه"
"efkâr-ı âmme","افكار عامه"
"ehl-i din","اهل دین"
"ehl-i hâl","اهل حال"
"ehl-i hubre","اهل خبره"
"ehl-i îman","اهل ایمان"
"ehl-i salib","اهل صليب"
"ehl-i vukûf","اهل وقوف"
"ekseriyyet-i ârâ","اكثریت آراء"
"ekseriyyet-i mutlaka","اكثریت مطلقه"
"elyevm","اليوم"
"emvâl-ı gayr-i menkûle","اموال غير منقوله"
"erkân-ı harbiyye-i umûmiyye","اركان حربيهء عموميه"
"esbâb-ı mûcibe","اسباب موجبه"
"esbâb-ı mücbire","اسباب مجبره"
"esbâb-ı zarûriyye","اسباب  ضروریه"
"eşref-i mahlûkât","اشرف مخلوقات"
"ezmine-i cedîde","ازمنهء جدیده"
"ezmine-i kadîme","ازمنهء قدیمه"
"ezmine-i mütekaddime","ازمنهء متقدمه"
"fecr-i kâzib","فجركاذب"
"fecr-i sâdık","فجر صادق"
"gâh","گاه"
"gâhî","گاهى"
"gâhvâre","گاهواره"
"gâm","گام"
"gamze","غمزه"
"gâv","گاو"
"gayr-i idrakî","غير ادراكى"
"gayr-i ihtiyarî","غير اختياری"
"gayr-i kâbil","غير قابل "
"gayr-i kâbil-i fehm","غير قابل فهم"
"gayr-i kâbil-i izâle","غير قابل ازاله"
"gayr-i kâbil-i mukavemet","غير قابل مقاومت"
"gayr-i kâbil-i tebdil","غير قابل تبدیل"
"gayr-i kâbil-i tefrik","غير قابل تفریق"
"gayr-i kâbil-i telif","غير قابل تأليف"
"gayr-i mahdûd","غير محدود"
"gayr-i mahsûs","غير محسوس"
"gayr-i mer'î","غير مرئى"
"gayr-i meşrû","غير مشروع"
"gayr-i muayyen","غير معين"
"gayr-i muhtemel","غير محتمل"
"gayr-i muntazam","غير منتظم"
"gayr-i müslim","غير مسلم"
"gebr","گبر"
"gedâ","گدا"
"geh","گه"
"gehvâre","گهواره"
"gele","گله"
"gelû","گلو"
"genc","گنج"
"gencîne","گنجينه"
"gendîde","گندیده"
"gendûmgûn","گندمگون"
"gendüm","گندم"
"ger","گر"
"gerçi","گرچه"
"gerd","گرد"
"gerdâlûd","گرد آلود"
"gerdân","گردان"
"gerden","گردن"
"gerdenbend","گردن بند"
"gerdenferâz","گردن فراز"
"gerdenkeş","گردن كش"
"gerdiş","گردش"
"gerdûn","گردون"
"gerdûne","گردونه"
"germ","گرم"
"germâ","گرما"
"germâbe","گرمابه"
"germî","گرمى"
"geşt","گشت"
"geştügüzâr","گشت و گزار"
"gevher","گوهر"
"gevherî","گوهری"
"gevz","گوز"
"gezend","گزند"
"gırîv","گریو"
"gil","گل"
"gile","گله"
"gilemend","گله مند"
"girâmî","گرامى"
"girân","گران"
"giranbehâ","گران بها"
"girankadr","گران قدر"
"girankıymet","گران قيمت"
"girânmâye","گران مایه"
"girânser","گران سر"
"gird","گرد"
"girdâb","گرداب"
"girdâgird","گرداگرد"
"girdbâd","گردباد"
"girdû","گردو"
"girîbân","گریبان"
"girift","گرفت"
"giriftâr","گرفتار"
"girih","گره"
"girihgîr","گره گير"
"girihgüşâ","گره گشا"
"girîve","گریوه"
"gîrûdâr","گيرودار"
"giryân","گریان"
"girye","گریه"
"giryeengîz","گریه انگيز"
"giryenâk","گریه ناک"
"gîsû","گيسو"
"gîsûbend","گيسوبند"
"gîtî","گيتى"
"giyâh","گياه"
"gûgerd","گوگرد"
"gûl","گول"
"gûnâgûn","گوناگون"
"gûne","گونه"
"gûr","گور"
"gûristân","گورستان"
"gûrken","گوركن"
"gûsfend","گوسفند"
"gûş","گوش"
"gûşe","گوشه"
"gûşenişîn","گوشه نشين"
"gûşt","گوشت"
"gûşvâre","گوشواره"
"gûy","گوی"
"gûyâ","گویا"
"güdâhte","گداخته"
"güftâr","گفتار"
"güfte","گفته"
"güftügû","گفت و گو"
"güher","گهر"
"güherfurûş","گهرفروش"
"gül","گل"
"gülâb","گلاب"
"gülabdan","گلابدان"
"gülbang","گلبانگ"
"gülbang-ı muhammedî","گلبانگ محمدی"
"gülberg","گلبرگ"
"gülbün","گلبن"
"gülçehre","گل چهره"
"gülçin","گلچين"
"güldan","گلدان"
"güldeste","گلدسته"
"gülendâm","گل اندام"
"gülfâm","گلفام"
"gülgonce","گل غنجه"
"gülgûn","گلگون"
"gülistân","گلستان"
"gülizar","گلعذار"
"güllaç","گلاج"
"gülmih","گل ميخ"
"gülnâr","گلنار"
"gülnihal","گل نهال"
"gülreng","گل رنگ"
"gülriz","گلریز"
"gülrû","گل رو"
"gülruh","گل رخ"
"gülşen","گلشن"
